AmountDelinquent,GoodCandidate,CreditGrade,Loan,AmountRequested,OpenCreditLines,MaxRate,FundingOptions,Endorsement,DebtToIncome
49.33297394186487,126.16181602278331,70.82533997714572,223.1542234503065,49.58866499264031,10.047385471358268,58.50368312325124,50.613207681576974,9.016196653922496,9.319320303441419
55.22016924977104,121.76927146670548,60.61207555459587,202.17647872557845,50.88917212039833,11.464351776199468,43.144155161426745,51.73528510144425,10.208899182132114,10.323583874071982
50.130463908767815,123.89908940153605,67.40042782900785,210.61996386581413,52.463552617948615,9.65853977889848,46.57589805052444,55.19601974631311,11.873942752472573,9.404212954024818
50.79494892065936,118.27746786911945,64.3443974888703,214.65975524687104,55.27007144746733,9.386319563761319,52.11246720894603,45.121623273511126,11.082219847207373,10.761847290988458
49.930106267637335,120.01924133995655,64.45370977977461,199.29465367721733,51.9589436327919,10.16055509407994,41.02403510870269,57.51726063435026,10.141977299161688,9.875197526253158
47.02955267308768,122.90006973727988,66.81998958493195,215.55954700518822,44.950555921731876,9.846942873289063,56.83678485114824,48.243987062731165,9.740025016335458,10.53703675728412
48.24829190793339,127.6566127971625,72.01084688098204,221.4485586251962,47.27839315926199,11.182688250788235,55.80788159728981,50.56224597631577,8.885995767222926,11.226161552585694
56.69511231941617,119.20196940977077,59.9477918402326,201.48804611027444,50.90855569230156,8.712048929115909,50.88079116928078,52.19440363849836,9.784572864324433,9.020624494466453
50.03786732487398,120.90918866205404,66.19001449388809,207.97411172438223,45.222292337026744,9.300574985103509,53.40369384999172,46.09134530414241,10.509646297627924,10.205398820896411
54.33848097064089,119.7028626222234,64.55171675571455,201.50608294497502,51.69573708911332,9.962925831104274,45.682235953107934,44.09165291081532,9.999831343623214,10.564591177433293
53.49337060952869,123.45856317429482,68.40442138969402,221.2666537528235,52.67248277301333,7.386725141879269,55.08920979300323,41.01198989242979,9.339893143483401,11.329843161182383
58.95012893932397,122.86255840663729,61.450268853032455,202.97712611531844,46.23672605213432,7.939370117389009,50.356831389835385,47.78942690310108,9.694052401306823,8.690415783753062
46.506645488977355,124.69420057082338,66.45341143412205,218.58397846654307,56.35624093496816,10.00825585926721,50.076311921856245,52.5684224482197,9.381539018438168,9.91233667141509
48.82008838698538,127.6004174628858,68.64224367542208,220.57969519093734,51.06382376135803,10.24275685133475,50.28865168281835,52.30266109404016,10.199210085067948,10.267034030513582
47.32004986591505,127.05420425084316,75.76707104233542,222.9590916798414,51.01677775182611,10.772429813585594,50.971255225326175,54.175659943760834,9.85824944731729,10.736537990870534
52.415325127413624,122.74137320440096,68.58775621005066,205.68885834156634,49.75773368164768,10.5638396644816,46.99585429560071,55.753781988865185,10.233803751948315,8.134442954283017
49.039341437705,122.97594904286363,66.09564619998794,209.13170408622685,46.87757464850125,8.092804945485714,48.119793149923616,43.48581364823914,10.723636547151187,10.395364054205395
53.7095639492627,120.38155043785478,66.0185668091863,207.10356044073464,50.897783248392784,11.06463690278733,54.55386244383447,45.62497711146817,9.28969324932157,10.12022259797558
49.82427308508446,123.33579800251714,68.79110835417474,206.89164912613882,48.525866352161906,10.548313288671151,47.55144153913511,50.60605936425196,9.21309930310503,8.890126566515132
52.822594606090625,125.57145887201777,63.50046175357408,218.15580505498284,46.0409501969899,7.9393124524440335,51.88753714298936,45.86889768728667,10.571138835184346,9.509418573692049
55.50977383618508,122.11604366805915,65.10879061240087,207.1743394460954,49.22132001852823,10.039298070833889,46.95847125531767,38.47551476667654,9.417021285763187,9.076796718074403
45.585877333118354,120.17660140964875,67.44980087995626,205.65017962218204,52.523476757881035,9.665601037140064,49.03759872355076,47.49439065661288,11.366061268265662,10.865473895779727
50.85761249983007,117.30977211675444,64.69586939635646,203.89827671856483,48.28116962636978,9.762409384586816,51.7677249961021,50.10443411708398,8.920286411506073,11.69176548451927
43.684573682503405,124.79564788417235,67.77789616224375,212.55139911162564,46.01890765004609,10.130883245924178,49.14966062618531,55.824082120550536,9.543138075033868,8.504004703080438
43.950564371734686,124.21112290586126,72.48064160137147,218.89440800387675,45.31129654187193,9.976027370389845,52.60329404459375,57.67346775493635,11.00903676718887,11.461817622200684
51.18438330424909,117.14086415134265,61.96330317776162,199.8049536700321,54.952344194754524,9.640907040556169,53.64817392433502,56.32961028264156,9.838036966679569,8.667586874102525
50.37340987664427,122.87617828725763,66.0757249062588,201.70109781982893,47.350940487426655,10.200599364373963,41.72954681990725,44.86461086732539,9.343977882210584,8.286878765138194
50.62892567039267,126.64379664694188,64.97288745043433,216.26466745639607,52.16221040653449,9.74046910220651,51.818122825440575,43.303218157696534,9.365470708586553,10.028016515854295
56.40937573142177,124.70697563175986,71.25596921475076,215.43741552265521,53.138202311257345,9.977180363834092,54.797258813744946,55.46394515522573,9.655371635109212,11.374705496940045
54.08919947428558,121.44085469374916,66.665602118654,214.6393391864129,44.36618984817539,10.088096477021985,62.22630513158592,58.75997451188213,10.781192472593816,9.565956905992143
44.0911821609768,123.72864509107937,67.97337160449857,212.54440980893247,48.1638246650648,9.787602397530975,50.463960002230486,45.94877895920441,11.716243886654249,8.794678663509407
56.869396049384406,118.47440791125976,62.4411399276669,195.63142184542153,43.65972181529465,8.648537740495797,50.85413575462591,51.03954263743194,10.744795936166497,11.480568361332182
46.35313262776988,122.48304247877778,67.02696996293803,207.28900903660065,49.237619087980946,11.010567618916856,51.238544285968175,46.714727789417495,9.549844716049629,9.79028087432978
51.36851616097607,123.87883008074942,69.9856246510805,208.05459124303147,46.761816614688975,10.583426666297672,46.788945584191765,50.80188150356237,10.55681252939222,10.25638794769036
47.62364848573221,123.21765167208726,67.99532781915308,211.75320527011434,52.30600206868064,11.33229471994819,52.5335154247981,62.06117342740381,8.895120873040351,9.732202661932474
51.33339257746866,121.28575491444151,65.59672788535347,208.52694122011752,48.55018898446147,12.14949993346507,54.10958558735214,55.680262201019886,8.142161739059844,11.441350041793822
55.978390811002,120.4334791697236,64.23886962397852,199.11026510243457,53.00909031710466,9.121853223368593,40.26138697538181,44.03221990274391,9.50808029962414,11.284503214547097
47.741210693558315,124.04795470217361,69.82650360474624,202.6197052596498,45.55232174527157,10.207268277161106,45.76792812945673,52.967339558478955,9.167829697997202,9.388735098763217
46.00376505703112,124.30825053459287,69.61862812924973,207.44667700778726,53.316428876448164,11.177787157175217,53.492711651744905,50.046710089044424,11.332226010495107,7.987827237750805
52.09241723280637,128.83468758331375,68.86247753443715,226.53428454527136,49.114293076657034,11.122048037711124,52.50921122423933,57.479504658508844,9.331469327543907,8.700608737322387
46.29182474935735,121.24257524185175,70.74900865482657,201.24473611137037,46.86827293158186,10.76535146832834,47.66067882371303,50.32928232400009,9.47382292540217,10.488660534701449
47.71416661130531,128.51237791609122,72.68613615554717,212.25579039461434,50.42211341440021,10.919758825735716,47.71222099003177,51.095958230514455,11.180733791120232,11.34428143289082
51.258606896314916,120.45261960136561,65.71914941515989,198.75832644149656,47.789715037505566,7.461152700327505,47.30076867328745,43.79547915860705,7.705766142074683,9.457980787646939
46.31791276660417,129.30075867544662,69.52890559379186,217.84532089558,46.707904094028,10.75832893675505,48.976851443602904,56.74470512220367,10.49522963389115,12.113110440935221
54.752428389787674,118.87092105301164,65.30704453037471,191.7823757539811,48.127357802429295,9.477166447559933,46.32288632844239,52.03550612030137,9.64715902031929,9.148155444221352
48.819254743187415,128.6566843193297,72.90085573776108,227.42557471410854,48.19759556321678,10.250827802833411,55.60925180588922,50.13453733410155,10.674200714607911,9.600748512508787
53.639607355012146,122.28524581977426,68.39454132241696,209.53922705279604,49.2668036919831,9.110634695432617,53.290057580799015,56.61222205613743,10.975773908522115,10.495409721918104
57.064886315713785,123.87450179916621,66.10909125246798,221.30663936887717,48.37716322170278,10.575255967853494,52.46187347084711,46.64401633018074,8.329013095629826,11.246702268112983
52.05092343700837,123.0770092225256,65.82762957228218,211.47314423757965,55.03323152110123,9.062158595973274,49.42217055698757,59.78748122335756,9.852571215244964,9.77358199792696
47.56524625072965,118.80095831093564,65.31830434645084,199.98385752212897,47.91549551023258,10.528042254290446,54.03371725242335,48.208893527626564,10.097445608030172,9.674689402632216
42.21938821916611,124.1417965162247,68.04345433207779,215.17664584656322,51.519404895902554,10.491317751305617,49.5948205420828,43.65258000410171,9.616730613549898,10.32839358422038
50.291930581779006,121.2123360572883,60.353968697177386,210.06149498103392,51.30141915268335,8.01021041712268,54.73079069697101,43.86493659795369,9.785719772175637,9.607012084592798
51.76700465754912,123.7354448403183,65.43946106737344,216.9587751135641,53.16972236534539,9.581856460944854,54.178825447223275,44.96178123911327,11.256361541791685,10.606842927884426
46.09742634032008,121.76966017780433,67.86363830056155,197.16789073262206,40.15842940830153,10.723978447033542,44.16489085673032,50.15189161112201,8.12853957201065,8.95859872879197
47.35909605179599,119.27786724734865,62.05069950426039,207.60976569559514,50.743998992479106,9.321302831759343,47.71203818018059,46.38006220468799,9.881131837259709,8.318689671345854
47.681550666720355,121.77891684964416,65.91320516652091,202.93190873276956,49.68793737761564,9.029778902485534,45.170527558784464,54.54635996068616,11.84444774558695,8.732928140975147
51.76384995626239,122.98024791220259,68.67926614214218,213.3464660010206,53.316889790591,10.848106108679508,51.05391949642133,56.176254847145586,10.235493500512694,10.69689557189357
52.73742036329651,129.36338922350905,71.21619256820317,221.79252767329655,48.44185450259936,12.554997825983165,51.41658910935724,53.471475396496714,11.65424823201506,9.834980094072526
44.2474434529973,125.87281962152369,68.60438609078875,218.33660773380313,51.979866474044854,8.100084044893828,58.388089669327925,53.59828157882758,9.843078339531434,8.279908786933872
46.57057729409227,120.29340030986518,66.70516240059013,203.7256198382382,47.47106758233259,9.74201821414043,51.14599076535615,43.313778661995805,8.738397681082157,10.23488361062464
46.521084427100824,120.88181072508658,65.452841007754,208.27422879805272,54.67229140867429,8.689519042494993,46.915507287480864,49.75204686105633,10.577620980025836,9.957099400736992
42.913388265567946,122.71321898582616,65.04505312192485,215.18851826373242,52.974003323339595,12.568346125690042,48.47808804699056,44.91656891628557,10.498770893004444,11.061997710307452
50.1105878084365,121.7532566740405,66.56411976831892,203.56845802600256,43.6607943458526,10.08952153190318,47.19660376063989,43.011114055437176,10.111673020332233,9.601585281597075
47.17155137179118,124.4106257684084,65.45913845144837,208.68865470287406,50.19703339904939,10.998684986114894,48.844275936918294,49.212453606772534,11.74601421594198,9.07201971624703
51.682219867398906,123.20085856580782,64.49723082631489,206.61378819365578,47.37851478598151,10.523676509663757,50.18706083507563,53.95572063211783,11.322022185142334,10.675556660101405
48.95234741178811,126.8272631697689,64.07632553760962,216.25517249868022,53.811768254008456,9.232555203807962,44.271603652402376,54.00637185434495,11.729521267193965,9.742247834540937
47.301261776755034,121.58684929825387,66.30791572072944,203.32927139646253,51.54696917267469,11.1371923446104,54.19060282013783,45.53375061222372,10.858322982801242,9.326564193286588
41.84066752395728,124.88477271528916,69.15415167183474,213.86023650257695,47.210049526309334,11.138051670161694,52.455232656511505,49.050419998112,7.284592827341559,10.496825969227421
57.118019488784846,125.13674975827603,62.5921924401502,222.73102273639972,53.61224984088033,9.084354583108228,53.08815121936823,48.62828322366526,12.607750175966041,8.715985525513162
55.70589779057633,122.84844800863638,64.23807729003005,211.80287238479815,53.22646292933238,10.482812240087414,44.64323112760041,47.979513996808606,10.48111723606604,9.996629108007618
47.564995569243244,123.29074881724677,66.85271654136437,214.8985132219989,52.65621217089091,9.966082672485117,55.05126545513871,52.80218821983635,12.281726071356392,9.77846368173612
56.22235457179983,119.00770540720968,63.68481253802386,207.67758092630234,52.49224216802444,9.55836749153233,53.85163584140344,47.49152039517659,10.242197720024407,10.476763769135584
46.10286506128791,121.66741023515276,69.67723239251532,208.52378764244222,49.80664203844013,10.703657711606475,50.9105361606374,53.67860585349695,11.938949265424975,8.897971758238349
45.0547187596061,126.5938023904066,70.09649039718889,219.83746820209356,46.82025353285816,10.275267360181074,49.35509190780756,44.166002730483314,10.15043048491121,9.902458583437873
50.53644320403974,126.77134509041346,65.50872950087673,224.14891379097233,48.22401656042222,10.27538427906199,50.16103352618523,57.512882755769056,11.814843870150936,9.728599286882023
